wrong_name;official_name
Microsoft -  MSX Turbo-R;Microsoft MSX Turbo-R
Microsoft -  MSX2;Microsoft MSX2
Microsoft -  MSX2+;Microsoft MSX2+
Microsoft -  Xbox;Microsoft Xbox
Microsoft -  Xbox (Cxbx);Microsoft Xbox (Cxbx)
Microsoft -  Xbox 360;Microsoft Xbox 360
Microsoft -  Xbox One;Microsoft Xbox One
NEC - PC Engine;NEC PC Engine
NEC - PC Engine-CD;NEC PC Engine-CD
NEC - PC-8801;NEC PC-8801
NEC - PC-9801;NEC PC-9801
NEC - PC-FX;NEC PC-FX
NEC - SuperGrafx;NEC SuperGrafx
NEC - TurboGrafx-16;NEC TurboGrafx-16
NEC - Turbografx-CD;NEC Turbografx-CD
NEC - TurboGrafx-Express;NEC TurboGrafx-Express
Nintendo - 3DS;Nintendo 3DS
Nintendo - 3DS Brazil Games Translated;Nintendo 3DS Brazil Games Translated
Nintendo - 64;Nintendo 64
Nintendo - 64 Brazil Games Translated;Nintendo 64 Brazil Games Translated
Nintendo - 64 HD;Nintendo 64 HD
Nintendo - 64DD;Nintendo 64DD
Nintendo - DS;Nintendo DS
Nintendo - DS Brazil Games Translated;Nintendo DS Brazil Games Translated
Nintendo - Entertainment System;Nintendo Entertainment System
Nintendo - Entertainment System Brazil Games Translated;Nintendo Entertainment System Brazil Games Translated
Nintendo - Entertainment System Hacks;Nintendo Entertainment System Hacks
Nintendo - Entertainment System Homebrew;Nintendo Entertainment System Homebrew
Nintendo - Entertainment System Homebrews;Nintendo Entertainment System Homebrews
Nintendo - Entertainment System Mini;Nintendo Entertainment System Mini
Nintendo - Famicom;Nintendo Famicom
Nintendo - Famicom Disk System;Nintendo Famicom Disk System
Nintendo - Game & Watch;Nintendo Game & Watch
Nintendo - Game Boy;Nintendo Game Boy
Nintendo - Game Boy 2p;Nintendo Game Boy 2p
Nintendo - Game Boy Advance;Nintendo Game Boy Advance
Nintendo - Game Boy Advance Brazil Games Translated;Nintendo Game Boy Advance Brazil Games Translated
Nintendo - Game Boy Brazil Games Translated;Nintendo Game Boy Brazil Games Translated
Nintendo - Game Boy Color;Nintendo Game Boy Color
Nintendo - Game Boy Color 2p;Nintendo Game Boy Color 2p
Nintendo - Game Boy Color Brazil Games Translated;Nintendo Game Boy Color Brazil Games Translated
Nintendo - GameCube;Nintendo GameCube
Nintendo - Pokemon Mini;Nintendo Pokemon Mini
Nintendo - Satellaview;Nintendo Satellaview
Nintendo - Sufami Turbo;Nintendo Sufami Turbo
Nintendo - Super Famicom;Nintendo Super Famicom
Nintendo - Super Game Boy;Nintendo Super Game Boy
Nintendo - Switch;Nintendo Switch
Nintendo - Switch (ryujinx);Nintendo Switch (ryujinx)
Nintendo - Virtual Boy;Nintendo Virtual Boy
Nintendo - Wii;Nintendo Wii
Nintendo - Wii Brazil Games Translated;Nintendo Wii Brazil Games Translated
Nintendo - Wii Hacks;Nintendo Wii Hacks
Nintendo - Wii Homebrew;Nintendo Wii Homebrew
Nintendo - Wii U;Nintendo Wii U
Nintendo - WiiWare;Nintendo WiiWare
Sega - 32X;Sega 32X
Sega - CD;Sega CD
Sega - Chihiro;Sega Chihiro
Sega - Dreamcast;Sega Dreamcast
Sega - Game Gear;Sega Game Gear
Sega - Genesis;Sega Genesis
Sega - Hikaru;Sega Hikaru
Sega - Mark III;Sega Mark III
Sega - Master System;Sega Master System
Sega - Master System Brazil Games Translated;Sega Master System Brazil Games Translated
Sega - Master System Hacks;Sega Master System Hacks
Sega - Master System TecToy;Sega Master System TecToy
Sega - Mega CD;Sega Mega CD
Sega - Mega Drive;Sega Mega Drive
Sega - Mega Drive Brazil Games Translated;Sega Mega Drive Brazil Games Translated
Sega - Mega Drive Hacks;Sega Mega Drive Hacks
Sega - Mega Drive Homebrew;Sega Mega Drive Homebrew
Sega - Mega Drive Japan;Sega Mega Drive Japan
Sega - Model 1;Sega Model 1
Sega - Model 2;Sega Model 2
Sega - Model 3;Sega Model 3
Sega - Naomi;Sega Naomi
Sega - PICO;Sega PICO
Sega - Ringedge;Sega Ringedge
Sega - Saturn;Sega Saturn
Sega - SC-3000;Sega SC-3000
Sega - SG-1000;Sega SG-1000
Sega - ST-V;Sega ST-V
Sega - System 16;Sega System 16
Sega - System 24;Sega System 24
Sega - Triforce;Sega Triforce
Sega - VMU;Sega VMU
Sega - X Board;Sega X Board
Sega - Y Board;Sega Y Board
SNK - Neo Geo AES;SNK Neo Geo AES
SNK - Neo Geo AES Hacks;SNK Neo Geo AES Hacks
SNK - Neo Geo CD;SNK Neo Geo CD
SNK - Neo Geo Hack;SNK Neo Geo Hack
SNK - Neo Geo Pocket;SNK Neo Geo Pocket
SNK - Neo Geo Pocket Color;SNK Neo Geo Pocket Color
Sony - PlayStation;Sony PlayStation
Sony - PlayStation 2;Sony PlayStation 2
Sony - PlayStation 2 Brazil Games Translated;Sony PlayStation 2 Brazil Games Translated
Sony - PlayStation 3;Sony PlayStation 3
Sony - PlayStation 4;Sony PlayStation 4
Sony - PlayStation Brazil Games Translated;Sony PlayStation Brazil Games Translated
Sony - PlayStation Minis;Sony PlayStation Minis
Sony - PlayStation Portable;Sony PlayStation Portable
Sony - PlayStation Vita;Sony PlayStation Vita
Sony - PocketStation;Sony PocketStation
Nintendo - Super Nintendo Entertainment System;Super Nintendo Entertainment System
Nintendo - Super Nintendo Entertainment System Brazil Games Translated;Super Nintendo Entertainment System Brazil Games Translated
Nintendo - Super Nintendo Entertainment System Hack;Super Nintendo Entertainment System Hack
Nintendo - Super Nintendo Entertainment System Hacks;Super Nintendo Entertainment System Hacks
Nintendo - Super Nintendo Entertainment System Homebrew;Super Nintendo Entertainment System Homebrew
Nintendo - Super Nintendo MSU-1;Super Nintendo MSU-1
Bandai -  WonderSwan-content;Bandai WonderSwan
Bandai -  WonderSwan Color-content;Bandai WonderSwan Color
Commodore - 128-content;Commodore 128
Commodore - 16 & Plus4-content;Commodore 16 & Plus4
Commodore - 20-content;Commodore 20
Commodore - 64-content;Commodore 64
Commodore - Amiga-content;Commodore Amiga
Commodore - Amiga 1200-content;Commodore Amiga 1200
Commodore - Amiga 500-content;Commodore Amiga 500
Commodore - Amiga 600-content;Commodore Amiga 600
Commodore - Amiga CD32-content;Commodore Amiga CD32
Commodore - Amiga CDTV-content;Commodore Amiga CDTV
Commodore - CDTV-content;Commodore CDTV
Commodore - PET-content;Commodore PET
Commodore - VIC-20-content;Commodore VIC-20
Microsoft -  MS-DOS-content;Microsoft MS-DOS
Microsoft -  MSX-content;Microsoft MSX
Microsoft -  MSX Turbo-R-content;Microsoft MSX Turbo-R
Microsoft -  MSX2-content;Microsoft MSX2
Microsoft -  MSX2+-content;Microsoft MSX2+
Microsoft -  Xbox-content;Microsoft Xbox
Microsoft -  Xbox (Cxbx)-content;Microsoft Xbox (Cxbx)
Microsoft -  Xbox 360-content;Microsoft Xbox 360
Microsoft -  Xbox One-content;Microsoft Xbox One
NEC - PC Engine-content;NEC PC Engine
NEC - PC Engine-CD-content;NEC PC Engine-CD
NEC - PC-8801-content;NEC PC-8801
NEC - PC-9801-content;NEC PC-9801
NEC - PC-FX-content;NEC PC-FX
NEC - SuperGrafx-content;NEC SuperGrafx
NEC - TurboGrafx-16-content;NEC TurboGrafx-16
NEC - Turbografx-CD-content;NEC Turbografx-CD
NEC - TurboGrafx-Express-content;NEC TurboGrafx-Express
Nintendo - 3DS-content;Nintendo 3DS
Nintendo - 3DS Brazil Games Translated-content;Nintendo 3DS Brazil Games Translated
Nintendo - 64-content;Nintendo 64
Nintendo - 64 Brazil Games Translated-content;Nintendo 64 Brazil Games Translated
Nintendo - 64 HD-content;Nintendo 64 HD
Nintendo - 64DD-content;Nintendo 64DD
Nintendo - DS-content;Nintendo DS
Nintendo - DS Brazil Games Translated-content;Nintendo DS Brazil Games Translated
Nintendo - Entertainment System-content;Nintendo Entertainment System
Nintendo - Entertainment System Brazil Games Translated-content;Nintendo Entertainment System Brazil Games Translated
Nintendo - Entertainment System Hacks-content;Nintendo Entertainment System Hacks
Nintendo - Entertainment System Homebrew-content;Nintendo Entertainment System Homebrew
Nintendo - Entertainment System Homebrews-content;Nintendo Entertainment System Homebrews
Nintendo - Entertainment System Mini-content;Nintendo Entertainment System Mini
Nintendo - Famicom-content;Nintendo Famicom
Nintendo - Famicom Disk System-content;Nintendo Famicom Disk System
Nintendo - Game & Watch-content;Nintendo Game & Watch
Nintendo - Game Boy-content;Nintendo Game Boy
Nintendo - Game Boy 2p-content;Nintendo Game Boy 2p
Nintendo - Game Boy Advance-content;Nintendo Game Boy Advance
Nintendo - Game Boy Advance Brazil Games Translated-content;Nintendo Game Boy Advance Brazil Games Translated
Nintendo - Game Boy Brazil Games Translated-content;Nintendo Game Boy Brazil Games Translated
Nintendo - Game Boy Color-content;Nintendo Game Boy Color
Nintendo - Game Boy Color 2p-content;Nintendo Game Boy Color 2p
Nintendo - Game Boy Color Brazil Games Translated-content;Nintendo Game Boy Color Brazil Games Translated
Nintendo - GameCube-content;Nintendo GameCube
Nintendo - Pokemon Mini-content;Nintendo Pokemon Mini
Nintendo - Satellaview-content;Nintendo Satellaview
Nintendo - Sufami Turbo-content;Nintendo Sufami Turbo
Nintendo - Super Famicom-content;Nintendo Super Famicom
Nintendo - Super Game Boy-content;Nintendo Super Game Boy
Nintendo - Switch-content;Nintendo Switch
Nintendo - Switch (ryujinx)-content;Nintendo Switch (ryujinx)
Nintendo - Virtual Boy-content;Nintendo Virtual Boy
Nintendo - Wii-content;Nintendo Wii
Nintendo - Wii Brazil Games Translated-content;Nintendo Wii Brazil Games Translated
Nintendo - Wii Hacks-content;Nintendo Wii Hacks
Nintendo - Wii Homebrew-content;Nintendo Wii Homebrew
Nintendo - Wii U-content;Nintendo Wii U
Nintendo - WiiWare-content;Nintendo WiiWare
Sega - 32X-content;Sega 32X
Sega - CD-content;Sega CD
Sega - Chihiro-content;Sega Chihiro
Sega - Dreamcast-content;Sega Dreamcast
Sega - Game Gear-content;Sega Game Gear
Sega - Genesis-content;Sega Genesis
Sega - Hikaru-content;Sega Hikaru
Sega - Mark III-content;Sega Mark III
Sega - Master System-content;Sega Master System
Sega - Master System Brazil Games Translated-content;Sega Master System Brazil Games Translated
Sega - Master System Hacks-content;Sega Master System Hacks
Sega - Master System TecToy-content;Sega Master System TecToy
Sega - Mega CD-content;Sega Mega CD
Sega - Mega Drive-content;Sega Mega Drive
Sega - Mega Drive Brazil Games Translated-content;Sega Mega Drive Brazil Games Translated
Sega - Mega Drive Hacks-content;Sega Mega Drive Hacks
Sega - Mega Drive Homebrew-content;Sega Mega Drive Homebrew
Sega - Mega Drive Japan-content;Sega Mega Drive Japan
Sega - Model 1-content;Sega Model 1
Sega - Model 2-content;Sega Model 2
Sega - Model 3-content;Sega Model 3
Sega - Naomi-content;Sega Naomi
Sega - PICO-content;Sega PICO
Sega - Ringedge-content;Sega Ringedge
Sega - Saturn-content;Sega Saturn
Sega - SC-3000-content;Sega SC-3000
Sega - SG-1000-content;Sega SG-1000
Sega - ST-V-content;Sega ST-V
Sega - System 16-content;Sega System 16
Sega - System 24-content;Sega System 24
Sega - Triforce-content;Sega Triforce
Sega - VMU-content;Sega VMU
Sega - X Board-content;Sega X Board
Sega - Y Board-content;Sega Y Board
SNK - Neo Geo AES-content;SNK Neo Geo AES
SNK - Neo Geo AES Hacks-content;SNK Neo Geo AES Hacks
SNK - Neo Geo CD-content;SNK Neo Geo CD
SNK - Neo Geo Hack-content;SNK Neo Geo Hack
SNK - Neo Geo Pocket-content;SNK Neo Geo Pocket
SNK - Neo Geo Pocket Color-content;SNK Neo Geo Pocket Color
Sony - PlayStation-content;Sony PlayStation
Sony - PlayStation 2-content;Sony PlayStation 2
Sony - PlayStation 2 Brazil Games Translated-content;Sony PlayStation 2 Brazil Games Translated
Sony - PlayStation 3-content;Sony PlayStation 3
Sony - PlayStation 4-content;Sony PlayStation 4
Sony - PlayStation Brazil Games Translated-content;Sony PlayStation Brazil Games Translated
Sony - PlayStation Minis-content;Sony PlayStation Minis
Sony - PlayStation Portable-content;Sony PlayStation Portable
Sony - PlayStation Vita-content;Sony PlayStation Vita
Sony - PocketStation-content;Sony PocketStation
Nintendo - Super Nintendo Entertainment System-content;Super Nintendo Entertainment System
Nintendo - Super Nintendo Entertainment System Brazil Games Translated-content;Super Nintendo Entertainment System Brazil Games Translated
Nintendo - Super Nintendo Entertainment System Hack-content;Super Nintendo Entertainment System Hack
Nintendo - Super Nintendo Entertainment System Hacks-content;Super Nintendo Entertainment System Hacks
Nintendo - Super Nintendo Entertainment System Homebrew-content;Super Nintendo Entertainment System Homebrew
Nintendo - Super Nintendo MSU-1-content;Super Nintendo MSU-1
Acorn - Archimedes-content;Acorn Archimedes
Acorn - Atom-content;Acorn Atom
Acorn - BBC - Micro-content;Acorn BBC Micro
Acorn - Electron-content;Acorn Electron
Adobe - Flash - -content;Adobe Flash 
Aleck64 - Arcade-content;Aleck64 Arcade
American - Laser - Games-content;American Laser Games
Amstrad - CPC-content;Amstrad CPC
Amstrad - GX4000-content;Amstrad GX4000
APF - Imagination - Machine-content;APF Imagination Machine
Apple - II-content;Apple II
Apple - IIe-content;Apple IIe
Apple - IIGS-content;Apple IIGS
Apple - IOS-content;Apple IOS
Apple - Mac - OS-content;Apple Mac OS
Atari - 2600-content;Atari 2600
Atari - 5200-content;Atari 5200
Atari - 7800-content;Atari 7800
Atari - 800-content;Atari 800
Atari - Jaguar-content;Atari Jaguar
Atari - Jaguar - CD-content;Atari Jaguar CD
Atari - Lynx-content;Atari Lynx
Atari - ST-content;Atari ST
Atari - STE-content;Atari STE
Atari - TT-content;Atari TT
Atari - XEGS-content;Atari XEGS
Bally - Astrocade-content;Bally Astrocade
Bandai - WonderSwan-content;Bandai WonderSwan
Bandai - WonderSwan - Color-content;Bandai WonderSwan Color
Commodore - 128-content;Commodore 128
Commodore - 16 - & - Plus4-content;Commodore 16 & Plus4
Commodore - 20-content;Commodore 20
Commodore - 64-content;Commodore 64
Commodore - Amiga-content;Commodore Amiga
Commodore - Amiga - 1200-content;Commodore Amiga 1200
Commodore - Amiga - 500-content;Commodore Amiga 500
Commodore - Amiga - 600-content;Commodore Amiga 600
Commodore - Amiga - CD32-content;Commodore Amiga CD32
Commodore - Amiga - CDTV-content;Commodore Amiga CDTV
Commodore - CDTV-content;Commodore CDTV
Commodore - PET-content;Commodore PET
Commodore - VIC-20-content;Commodore VIC-20
EG2000 - Colour - Genie-content;EG2000 Colour Genie
Emerson - Arcadia - 2001-content;Emerson Arcadia 2001
Entech - Adventure - Vision-content;Entech Adventure Vision
Entex - Adventure - Vision-content;Entex Adventure Vision
Fairchild - Channel - F-content;Fairchild Channel F
Fujitsu - FM - Towns-content;Fujitsu FM Towns
Fujitsu - FM-7-content;Fujitsu FM-7
Future - Pinball-content;Future Pinball
GamePark - GP32-content;GamePark GP32
GCE - Vectrex-content;GCE Vectrex
Interton - VC - 4000-content;Interton VC 4000
Java - Games-content;Java Games
Magnavox - Odyssey-content;Magnavox Odyssey
Magnavox - Odyssey - 2-content;Magnavox Odyssey 2
Magnavox - Odyssey2-content;Magnavox Odyssey2
Mame - Hack-content;Mame Hack
Mattel - Aquarius-content;Mattel Aquarius
Mattel - Intellivision-content;Mattel Intellivision
Memotech - MTX-content;Memotech MTX
MGT - Sam - Coupe-content;MGT Sam Coupe
Microsoft - MS-DOS-content;Microsoft MS-DOS
Microsoft - MSX-content;Microsoft MSX
Microsoft - MSX - Turbo-R-content;Microsoft MSX Turbo-R
Microsoft - MSX2-content;Microsoft MSX2
Microsoft - MSX2+-content;Microsoft MSX2+
Microsoft - Xbox-content;Microsoft Xbox
Microsoft - Xbox - (Cxbx)-content;Microsoft Xbox (Cxbx)
Microsoft - Xbox - 360-content;Microsoft Xbox 360
Microsoft - Xbox - One-content;Microsoft Xbox One
Music - Player-content;Music Player
NEC - PC - Engine-content;NEC PC Engine
NEC - PC - Engine-CD-content;NEC PC Engine-CD
NEC - PC-8801-content;NEC PC-8801
NEC - PC-9801-content;NEC PC-9801
NEC - PC-FX-content;NEC PC-FX
NEC - SuperGrafx-content;NEC SuperGrafx
NEC - TurboGrafx-16-content;NEC TurboGrafx-16
NEC - Turbografx-CD-content;NEC Turbografx-CD
NEC - TurboGrafx-Express-content;NEC TurboGrafx-Express
Nintendo - 3DS-content;Nintendo 3DS
Nintendo - 3DS - Brazil - Games - Translated-content;Nintendo 3DS Brazil Games Translated
Nintendo - 64-content;Nintendo 64
Nintendo - 64 - Brazil - Games - Translated-content;Nintendo 64 Brazil Games Translated
Nintendo - 64 - HD-content;Nintendo 64 HD
Nintendo - 64DD-content;Nintendo 64DD
Nintendo - DS-content;Nintendo DS
Nintendo - DS - Brazil - Games - Translated-content;Nintendo DS Brazil Games Translated
Nintendo - Entertainment - System-content;Nintendo Entertainment System
Nintendo - Entertainment - System - Brazil - Games - Translated-content;Nintendo Entertainment System Brazil Games Translated
Nintendo - Entertainment - System - Hacks-content;Nintendo Entertainment System Hacks
Nintendo - Entertainment - System - Homebrew-content;Nintendo Entertainment System Homebrew
Nintendo - Entertainment - System - Homebrews-content;Nintendo Entertainment System Homebrews
Nintendo - Entertainment - System - Mini-content;Nintendo Entertainment System Mini
Nintendo - Famicom-content;Nintendo Famicom
Nintendo - Famicom - Disk - System-content;Nintendo Famicom Disk System
Nintendo - Game - & - Watch-content;Nintendo Game & Watch
Nintendo - Game - Boy-content;Nintendo Game Boy
Nintendo - Game - Boy - 2p-content;Nintendo Game Boy 2p
Nintendo - Game - Boy - Advance-content;Nintendo Game Boy Advance
Nintendo - Game - Boy - Advance - Brazil - Games - Translated-content;Nintendo Game Boy Advance Brazil Games Translated
Nintendo - Game - Boy - Brazil - Games - Translated-content;Nintendo Game Boy Brazil Games Translated
Nintendo - Game - Boy - Color-content;Nintendo Game Boy Color
Nintendo - Game - Boy - Color - 2p-content;Nintendo Game Boy Color 2p
Nintendo - Game - Boy - Color - Brazil - Games - Translated-content;Nintendo Game Boy Color Brazil Games Translated
Nintendo - GameCube-content;Nintendo GameCube
Nintendo - Pokemon - Mini-content;Nintendo Pokemon Mini
Nintendo - Satellaview-content;Nintendo Satellaview
Nintendo - Sufami - Turbo-content;Nintendo Sufami Turbo
Nintendo - Super - Famicom-content;Nintendo Super Famicom
Nintendo - Super - Game - Boy-content;Nintendo Super Game Boy
Nintendo - Switch-content;Nintendo Switch
Nintendo - Switch - (ryujinx)-content;Nintendo Switch (ryujinx)
Nintendo - Virtual - Boy-content;Nintendo Virtual Boy
Nintendo - Wii-content;Nintendo Wii
Nintendo - Wii - Brazil - Games - Translated-content;Nintendo Wii Brazil Games Translated
Nintendo - Wii - Hacks-content;Nintendo Wii Hacks
Nintendo - Wii - Homebrew-content;Nintendo Wii Homebrew
Nintendo - Wii - U-content;Nintendo Wii U
Nintendo - WiiWare-content;Nintendo WiiWare
Nokia - N-Gage-content;Nokia N-Gage
Othello - Multivision-content;Othello Multivision
PC - Games-content;PC Games
Phantom - System-content;Phantom System
Philips - CD-i-content;Philips CD-i
Pinball - Arcade-content;Pinball Arcade
Pinball - FX2-content;Pinball FX2
Pinball - FX3-content;Pinball FX3
Pioneer - Palcom - Laserdisc-content;Pioneer Palcom Laserdisc
Pokemon - Mini-content;Pokemon Mini
RCA - Studio - II-content;RCA Studio II
Sega - 32X-content;Sega 32X
Sega - CD-content;Sega CD
Sega - Chihiro-content;Sega Chihiro
Sega - Dreamcast-content;Sega Dreamcast
Sega - Game - Gear-content;Sega Game Gear
Sega - Genesis-content;Sega Genesis
Sega - Hikaru-content;Sega Hikaru
Sega - Mark - III-content;Sega Mark III
Sega - Master - System-content;Sega Master System
Sega - Master - System - Brazil - Games - Translated-content;Sega Master System Brazil Games Translated
Sega - Master - System - Hacks-content;Sega Master System Hacks
Sega - Master - System - TecToy-content;Sega Master System TecToy
Sega - Mega - CD-content;Sega Mega CD
Sega - Mega - Drive-content;Sega Mega Drive
Sega - Mega - Drive - Brazil - Games - Translated-content;Sega Mega Drive Brazil Games Translated
Sega - Mega - Drive - Hacks-content;Sega Mega Drive Hacks
Sega - Mega - Drive - Homebrew-content;Sega Mega Drive Homebrew
Sega - Mega - Drive - Japan-content;Sega Mega Drive Japan
Sega - Model - 1-content;Sega Model 1
Sega - Model - 2-content;Sega Model 2
Sega - Model - 3-content;Sega Model 3
Sega - Naomi-content;Sega Naomi
Sega - PICO-content;Sega PICO
Sega - Ringedge-content;Sega Ringedge
Sega - Saturn-content;Sega Saturn
Sega - SC-3000-content;Sega SC-3000
Sega - SG-1000-content;Sega SG-1000
Sega - ST-V-content;Sega ST-V
Sega - System - 16-content;Sega System 16
Sega - System - 24-content;Sega System 24
Sega - Triforce-content;Sega Triforce
Sega - VMU-content;Sega VMU
Sega - X - Board-content;Sega X Board
Sega - Y - Board-content;Sega Y Board
Sharp - X1-content;Sharp X1
Sharp - X68000-content;Sharp X68000
Sinclair - ZX - Spectrum-content;Sinclair ZX Spectrum
Sinclair - ZX81-content;Sinclair ZX81
SNK - Neo - Geo - AES-content;SNK Neo Geo AES
SNK - Neo - Geo - AES - Hacks-content;SNK Neo Geo AES Hacks
SNK - Neo - Geo - CD-content;SNK Neo Geo CD
SNK - Neo - Geo - Hack-content;SNK Neo Geo Hack
SNK - Neo - Geo - Pocket-content;SNK Neo Geo Pocket
SNK - Neo - Geo - Pocket - Color-content;SNK Neo Geo Pocket Color
Sony - PlayStation-content;Sony PlayStation
Sony - PlayStation - 2-content;Sony PlayStation 2
Sony - PlayStation - 2 - Brazil - Games - Translated-content;Sony PlayStation 2 Brazil Games Translated
